"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SYNGR2",1.14874074993247e-223,-0.729721494384775,0.977,0.981,1.85556093336592e-219
"RBBP6",5.59088467889988e-216,1.06193342185936,0.972,0.873,9.03095602182698e-212
"RBM39",5.21665285798929e-202,0.806751495144865,0.988,0.951,8.42645936151009e-198
"USP12",3.51404382500784e-198,0.866099811753962,0.991,0.955,5.67623499053517e-194
"RPS28",5.0710281706614e-197,0.387344396396877,0.999,0.998,8.19123180406936e-193
"HNRNPDL",4.59221363311725e-196,0.712501168122891,0.992,0.969,7.41780268157429e-192
"SRSF5",1.25244620391805e-188,0.640562367356911,0.994,0.963,2.02307635318882e-184
"TNIP1",1.77707337271396e-182,1.09703570348678,0.972,0.888,2.87050661894486e-178
"RYBP",1.29016544231359e-181,0.800577240488579,0.832,0.539,2.08400423896914e-177
"STK4",3.27492060378383e-180,-0.776329188012919,0.397,0.784,5.28997925129202e-176
"RABGEF1",1.14291244699886e-175,0.788345118501889,0.84,0.518,1.84614647563726e-171
"STK17A",1.99411675067859e-175,0.769013459134592,0.906,0.664,3.22109678737113e-171
"HMOX2",2.17720216103101e-175,0.914151225156363,0.743,0.383,3.51683465071339e-171
"MTDH",1.3320864663214e-170,0.772974716805881,0.973,0.932,2.15171926904896e-166
"PRRC2C",9.86384029375717e-170,-0.81986607275947,0.379,0.759,1.5933061226506e-165
"ARPC5",1.66789133849584e-166,-0.874466632339897,0.916,0.953,2.69414487907233e-162
"JPT1",1.23316737221981e-161,0.985775051403477,0.982,0.946,1.99193525634665e-157
"ZFAND5",2.67336590177385e-157,0.651693068879694,0.97,0.894,4.3182879411353e-153
"ACTN1",5.56716790342461e-157,0.853431345113497,0.923,0.7,8.99264631440177e-153
"SRRM1",5.67932331079176e-156,0.681248127057055,0.967,0.9,9.17381094392192e-152
"TOMM20",1.01450494840852e-155,0.812564864858922,0.951,0.869,1.63872984316429e-151
"TSPAN3",1.06397265819342e-151,-0.827391764034057,0.888,0.939,1.71863503477984e-147
"SAFB2",3.85222559023121e-151,0.730625266866445,0.917,0.746,6.22249999590048e-147
"SNRPB2",2.22922237045649e-150,0.680092002407646,0.912,0.784,3.60086289499836e-146
"COPS9",2.39352396754147e-149,0.609947459625037,0.956,0.89,3.86625926476974e-145
"PTGES3",8.029059090086e-148,0.76952492763652,0.976,0.904,1.29693391482159e-143
"SMAP2",1.79721346384333e-146,-0.791600575954609,0.804,0.93,2.90303890814614e-142
"IFRD1",1.27212750458024e-140,0.656290878245506,0.932,0.783,2.05486755814846e-136
"EIF4G2",3.65542834983584e-137,0.727806041972521,0.99,0.963,5.90461341348983e-133
"RBM25",3.74288417699853e-137,0.751121768954484,0.953,0.881,6.04588081110572e-133
"SELPLG",4.24496190185631e-136,-0.874132187475821,0.588,0.813,6.85688696006849e-132
"ARHGAP22",7.41381756368242e-136,-0.55303226065805,0.22,0.575,1.19755395106162e-131
"TRA2B",5.3141447009965e-135,0.750027842788297,0.95,0.865,8.58393793551965e-131
"PAK1IP1",5.03815815934928e-133,0.587456413585842,0.829,0.564,8.1381368747969e-129
"DEPDC7",2.2116397972335e-132,0.804822035974775,0.742,0.441,3.57246176447128e-128
"RAB8B",2.12451379673217e-131,-0.758349960884241,0.84,0.936,3.43172713586147e-127
"RAB9A",7.25402475176964e-131,0.838149348444386,0.955,0.832,1.17174261815335e-126
"ELL2",3.81127659101911e-129,0.554652307816204,0.702,0.359,6.15635507747317e-125
"RNPS1",4.0291186653788e-127,0.64486128552334,0.886,0.757,6.50823538018637e-123
"ZNF622",1.11364110566206e-126,0.523793006413703,0.753,0.473,1.79886447797593e-122
"SMARCA5",3.55941738784691e-126,0.61153887060801,0.956,0.883,5.74952690658911e-122
"SQSTM1",5.05463991533889e-126,0.894727914084643,0.979,0.933,8.16475985524691e-122
"CEP350",8.80085722284782e-125,-0.688405578994356,0.599,0.847,1.42160246720661e-120
"BMP2K",1.11439483820451e-124,-0.610913132765483,0.332,0.673,1.80008198215175e-120
"HSPA5",2.02325569257738e-124,0.845777131643979,0.976,0.901,3.26816492022024e-120
"DPH3",2.93578418931469e-124,0.598200892119144,0.85,0.629,4.74217220100001e-120
"MAP3K14",5.75860476922161e-124,-0.521251673755911,0.148,0.47,9.30187428372367e-120
"ACTG1",8.09095687521906e-124,-0.545236045388942,0.998,0.997,1.30693226405413e-119
"DYNLL2",2.19608345588098e-122,0.836407612429646,0.909,0.745,3.54733360628454e-118
"POLR1F",3.54304186248269e-122,0.767087246935706,0.907,0.763,5.72307552046829e-118
"SNRPB",1.00075742647001e-121,0.52822821194611,0.903,0.8,1.616523470977e-117
"RTF1",3.87385155129398e-121,0.720651350065403,0.851,0.713,6.25743241080516e-117
"NUFIP1",5.19574927679026e-121,0.577967079865242,0.727,0.434,8.3926938067993e-117
"DESI2",6.42264157987388e-121,0.543011602809782,0.625,0.313,1.03744929439703e-116
"DAPP1",3.18650062380593e-119,-0.798867401378002,0.554,0.791,5.14715445763372e-115
"TMEM158",3.70335011348514e-119,0.897720295183802,0.722,0.372,5.98202143831255e-115
"FNBP1",7.0425045298048e-119,-0.637348598430556,0.958,0.968,1.13757575669937e-114
"CCR7",7.67529420237425e-119,-1.08724834119784,0.524,0.772,1.23979027250951e-114
"LCP1",1.01399289219431e-118,-0.797898914454996,0.881,0.939,1.63790271876147e-114
"RSL1D1",6.870434440146e-116,0.567094989633359,0.773,0.518,1.10978127511678e-111
"HNRNPD",9.12470635549281e-116,0.553574404366899,0.94,0.843,1.47391381760275e-111
"NOP58",2.54178679983793e-115,0.619053831794373,0.689,0.412,4.1057482177782e-111
"RAP1B",2.6889399664679e-115,0.570597451083197,0.931,0.853,4.3434447278356e-111
"LY75",1.83686603874744e-114,-0.828206282902148,0.542,0.786,2.96708971238874e-110
"NFKBIB",9.99766906820901e-114,0.568731259196233,0.835,0.633,1.6149234845878e-109
"PAK2",2.53573803016679e-113,-0.537023840953211,0.448,0.743,4.09597764012842e-109
"TIPARP",9.70464173100266e-113,0.722073973927758,0.788,0.504,1.56759077880886e-108
"UBE2S",1.32604312920373e-112,0.701000564157093,0.859,0.741,2.14195746660279e-108
"ARPC4",1.81086347368358e-112,-0.666792326447201,0.85,0.908,2.92508776904109e-108
"CCDC6",1.18807439261676e-111,0.566308522401552,0.695,0.398,1.91909656639385e-107
"ENSBTAG00000024657",6.20799091453866e-111,0.5863557520411,0.914,0.795,1.00277677242543e-106
"DDX21",7.79350828682535e-111,0.604721050415819,0.852,0.695,1.2588853935709e-106
"ARPP19",1.62959252459711e-109,0.510733869828333,0.851,0.684,2.63228080498171e-105
"GNG5",2.33321079299791e-109,-0.497593383837047,0.988,0.98,3.76883539392953e-105
"SAMSN1",2.28473090844351e-107,0.758329027498693,0.973,0.944,3.69052583640881e-103
"TRAF3",4.93742430774459e-107,0.550084472723734,0.691,0.424,7.97542148429984e-103
"HNRNPM",5.70768221075449e-107,0.538122778874688,0.965,0.921,9.21961907503173e-103
"CCT8",1.07652096004307e-106,0.520748582579679,0.874,0.75,1.73890430675756e-102
"ITSN2",9.115573600062e-106,-0.475748312169236,0.217,0.526,1.47243860361801e-101
"CDKN1A",1.11689389073056e-105,0.61210370098462,0.984,0.957,1.80411870169708e-101
"RBM27",1.21000992374561e-105,0.578060118223782,0.815,0.617,1.95452902982628e-101
"OSTF1",5.24730848983482e-105,0.454901810862733,0.992,0.977,8.47597740363018e-101
"CACYBP",9.60741033935071e-105,0.588579018798111,0.743,0.516,1.55188499211532e-100
"PSMD12",1.12478255954262e-104,0.564739995759234,0.929,0.823,1.8168612684292e-100
"IL21R",2.20694953287006e-104,-0.597381156982287,0.521,0.769,3.564885580445e-100
"AZIN1",3.7623201932975e-104,0.524378488135693,0.852,0.623,6.07727580823345e-100
"POMP",4.27878753981982e-104,0.529265887765772,0.938,0.863,6.91152551307095e-100
"EIF3J",5.31418457139759e-104,0.586430810821357,0.649,0.39,8.58400233817853e-100
"EIF1AX",5.21198613837792e-103,0.637855154636863,0.917,0.824,8.41892120932186e-99
"BASP1",1.01713198058226e-102,-0.504693865477067,0.995,0.995,1.64297328823453e-98
"NDEL1",2.30551201478315e-102,0.501567581186786,0.921,0.731,3.72409355747922e-98
"REL",9.21366046025291e-102,0.514417207631755,0.964,0.871,1.48828257414465e-97
"NDFIP1",4.48656108247252e-101,0.49086565484444,0.635,0.348,7.24714211651787e-97
"U2AF1",5.0779869137093e-101,0.486845044105131,0.845,0.71,8.20247226171463e-97
"SNX3",5.62886997109499e-101,-0.549129007648697,0.38,0.677,9.09231366430973e-97
"MARCKSL1",7.84230026116571e-101,-1.47819399894242,0.802,0.854,1.2667667611861e-96
"RAB5IF",1.89865817489717e-100,0.568073149593378,0.914,0.838,3.06690254991141e-96
"RPL37",4.10282368643576e-100,0.267526507845911,0.998,0.992,6.62729110069969e-96
"CDC42SE2",4.51193027171586e-100,0.524335756155515,0.827,0.641,7.28812096790263e-96
"RPL38",7.70546937831921e-100,0.335849094773744,0.994,0.978,1.2446644686799e-95
"YWHAG",9.1409314709635e-100,0.526987822672064,0.933,0.855,1.47653466050473e-95
"RIOK3",4.69581370911092e-99,0.548371000545203,0.891,0.75,7.58514788432686e-95
"PFN1",8.42787615477827e-99,-0.587480890348228,0.985,0.983,1.36135483528133e-94
"MAPK6",1.00835639466176e-98,0.565991321785573,0.879,0.722,1.62879808429715e-94
"SAP18",1.76796845757423e-98,0.508254935925085,0.957,0.905,2.85579944951965e-94
"CCNL1",6.50942171590145e-97,0.5359682259303,0.98,0.928,1.05146688976956e-92
"WDR43",1.54428459410895e-96,0.471509968392386,0.592,0.297,2.49448290486419e-92
"MYO9A",1.77819413294235e-96,-0.573740888805784,0.441,0.713,2.87231698294178e-92
"VEGFC",2.71605278347469e-96,-0.474806948748854,0.275,0.564,4.38724006114666e-92
"ACSL3",4.05913836765448e-96,-0.466529182729807,0.123,0.386,6.55672620527228e-92
"XPO4",5.23971162166736e-96,0.521187488088801,0.736,0.503,8.46370618247928e-92
"EMILIN2",1.09259052218247e-95,0.51149464719436,0.746,0.505,1.76486147048134e-91
"EZR",4.31108639676895e-95,0.612196337947164,0.926,0.799,6.96369785670088e-91
"AFF4",1.15908191432147e-94,0.471661627600344,0.912,0.776,1.87226501620348e-90
"SRRM2",2.17992633093196e-94,0.513234557818937,0.984,0.968,3.52123500235439e-90
"NDUFB2",3.04661253029493e-94,0.51507666361396,0.782,0.587,4.9211932201854e-90
"HNRNPAB",4.06537916122824e-94,0.666188024789294,0.817,0.683,6.56680695913197e-90
"DDX3X",8.32455109092971e-94,0.531796617146134,0.737,0.51,1.34466473771788e-89
"BTG1",1.41940500876555e-93,0.535579497283489,0.995,0.989,2.292764910659e-89
"CALM1",1.85398790556341e-93,0.583998985115123,0.993,0.982,2.99474666385657e-89
"RAB5C",7.30075119805829e-93,0.443678488997879,0.87,0.743,1.17929034102236e-88
"TRAF1",3.73658305571345e-92,-0.559856642893605,0.178,0.445,6.03570260989394e-88
"GNB4",4.22041259405094e-92,-0.412618196770239,0.227,0.521,6.81723246317048e-88
"FRG1",5.1233393504693e-92,0.487970279697859,0.805,0.632,8.27573005281307e-88
"PRPF4B",9.34654215375606e-92,0.509114735047231,0.938,0.846,1.50974695409622e-87
"TAF5L",1.97764491908897e-91,0.436541689790137,0.577,0.288,3.19448983780441e-87
"SREK1",2.91992140074039e-91,0.534164450827463,0.717,0.485,4.71654903861595e-87
"NOL11",1.4855046042056e-90,0.469340840795916,0.616,0.362,2.39953558717331e-86
"PTPN2",4.55298237706025e-90,0.474528301274575,0.823,0.629,7.35443243366542e-86
"RAC1",4.93302162421575e-90,0.470450441588941,0.975,0.957,7.9683098295957e-86
"PPM1B",5.55225388841951e-90,-0.413135173631995,0.191,0.47,8.96855570596404e-86
"TAX1BP3",6.44058497907075e-90,-0.433954484667633,0.198,0.466,1.0403476916693e-85
"CXCL16",2.44608790590974e-89,-0.602498223108065,0.895,0.923,3.95116579441601e-85
"SRSF10",4.51681877138903e-89,0.498423087853638,0.906,0.783,7.2960173614247e-85
"COA3",1.32020643603588e-88,-0.31447381842378,0.179,0.46,2.13252945612876e-84
"SF3B5",1.32165330396496e-88,0.519727520287295,0.948,0.896,2.1348665818946e-84
"RPS29.1",3.18378348086232e-88,0.336748698934598,0.996,0.989,5.1427654566369e-84
"PTP4A1",6.48513513463036e-87,0.547977555416433,0.769,0.577,1.04754387829684e-82
"SF3B1",1.23337776153031e-86,0.465738974101207,0.975,0.933,1.99227509819991e-82
"ALYREF",1.36219319925024e-86,0.610086534017131,0.947,0.901,2.20035067474891e-82
"TMBIM6",1.80905605362006e-86,-0.535729884204064,0.621,0.796,2.92216824341249e-82
"EIF5",3.9190717307184e-86,0.551357011483403,0.98,0.964,6.33047656662943e-82
"ARGLU1",5.37590277977597e-86,0.356357861731901,0.984,0.958,8.68369576017212e-82
"CAP1",5.62038305797034e-86,-0.593029967850829,0.652,0.804,9.07860475353949e-82
"OGFRL1",7.57289212505705e-86,0.446090514716205,0.822,0.619,1.22324926496046e-81
"DNTTIP2",8.92816247920035e-86,0.461598855701984,0.79,0.587,1.44216608526523e-81
"MKRN1",3.37576870615136e-85,0.502272478998667,0.668,0.44,5.45287919104628e-81
"PLXNC1",5.80082402885014e-85,-0.584119044643827,0.653,0.821,9.37007105380164e-81
"ACTB",6.7616557734297e-85,-0.450044908762013,0.998,0.999,1.0922102570821e-80
"SFPQ",1.14737575996961e-84,0.683980688358391,0.918,0.867,1.85335606507892e-80
"TBC1D8",1.23092991026981e-84,-0.463122137130385,0.354,0.626,1.98832108405882e-80
"H2AZ1",2.12184448123026e-84,0.689403370374555,0.941,0.883,3.42741539053124e-80
"RAB7A",7.18033677278188e-84,0.584758946629062,0.68,0.459,1.15983979890746e-79
"METAP2",1.74732741005246e-83,0.461523888278456,0.786,0.617,2.82245796545774e-79
"MATR3",3.27610131170774e-83,0.451724769526237,0.904,0.814,5.2918864488015e-79
"LARP4",7.28244207114038e-83,0.465818300980362,0.598,0.34,1.17633286775131e-78
"EFHD2",8.42031429938264e-83,0.530340153684192,0.923,0.846,1.36013336877928e-78
"PIP4K2A",1.47738240428458e-82,-0.506935348506159,0.43,0.68,2.38641579764088e-78
"UBE2J2",2.38493015236691e-82,0.39773548307633,0.683,0.451,3.85237767511828e-78
"SNRPD3",6.81468055687459e-82,0.449496281552002,0.857,0.751,1.10077535035195e-77
"GRB2",1.74852976894073e-81,0.477657478409281,0.895,0.774,2.82440013576996e-77
"UBD",1.85483702982956e-81,-0.819242834212353,0.785,0.863,2.99611825428369e-77
"VAMP8",2.40215509443655e-81,-0.498702008559153,0.592,0.778,3.88020112404336e-77
"RAP1A",3.33063327947264e-81,-0.306804937374042,0.176,0.437,5.37997193633216e-77
"PARP1",4.45566020993119e-81,0.580332430578091,0.706,0.489,7.19722793710185e-77
"LAMP3",5.2719543489939e-81,-0.563826306830061,0.832,0.904,8.51578785992985e-77
"NCOA7",6.23116867957084e-81,-0.522257435712429,0.393,0.646,1.00652067681108e-76
"B3GNT2",9.7561006592248e-81,0.573539321747609,0.643,0.401,1.57590293948458e-76
"BRK1",3.0800681842036e-80,-0.428691068221683,0.795,0.878,4.97523413794407e-76
"NUP160",1.22853389047432e-79,0.320666093885297,0.375,0.119,1.98445079328317e-75
"PRR14L",1.64792557279629e-79,0.532593839434249,0.921,0.832,2.66189417773785e-75
"ADNP",2.35626869549624e-79,0.434079854814782,0.659,0.406,3.80608082383508e-75
"CMTM6",2.85770936904259e-79,0.387636668868389,0.955,0.881,4.61605794381449e-75
"SRSF7",5.46678825655702e-79,0.585314501898234,0.774,0.631,8.83050307081656e-75
"JAK1",8.8687683614223e-79,-0.470023816448963,0.869,0.941,1.43257215342054e-74
"RNF19B",1.09348857999615e-78,0.533923523844007,0.98,0.931,1.76631210326778e-74
"TRAFD1",6.42912363438746e-78,-0.437466916365214,0.388,0.635,1.03849634066261e-73
"PPP2CA",9.88665178362488e-78,0.470775224307971,0.842,0.722,1.59699086260893e-73
"HIF1A",1.23368100503639e-77,0.451347388839999,0.887,0.743,1.99276492743528e-73
"RRP15",1.8868234767195e-77,0.336152336478368,0.494,0.226,3.04778596194501e-73
"UTP6",2.87474528782926e-77,0.455304577754928,0.786,0.583,4.64357606343061e-73
"ARHGAP30",3.04953024718424e-77,-0.440180475494126,0.432,0.684,4.9259062082767e-73
"TOP2B",3.88884033271815e-77,-0.416024605483978,0.311,0.587,6.28164378943963e-73
"PPP1R15B",4.68778505529653e-77,0.586225644936572,0.833,0.652,7.57217919982048e-73
"SAP30BP",5.33881534333143e-77,0.36602966179965,0.567,0.319,8.62378842408325e-73
"SNRPD1",8.19768692445557e-77,0.448955397522146,0.794,0.657,1.32417236890731e-72
"TRA2A",1.38259178607688e-76,0.419002322558327,0.796,0.652,2.23330051204998e-72
"ERH",1.8360719886542e-76,0.413629174785207,0.907,0.848,2.96580708327313e-72
"CCNC",1.87252337165155e-76,0.443966495232249,0.81,0.65,3.02468700222875e-72
"NUCKS1",4.20787102938727e-76,-0.43751749773295,0.323,0.586,6.79697407376926e-72
"NUDT4",9.35859638117832e-76,0.551889701436064,0.79,0.61,1.51169407345173e-71
"ENSBTAG00000046324",9.53702769483425e-76,-0.412519656545946,0.398,0.627,1.54051608354658e-71
"RAB5B",1.60921676020015e-75,-0.306104848360832,0.156,0.404,2.5993678327513e-71
"PSME2",2.56727655098564e-75,-0.4048371368359,0.967,0.963,4.14692181280711e-71
"SRSF6",5.60606574098157e-75,0.452537902620118,0.856,0.725,9.05547799140753e-71
"DHX38",6.58745813896944e-75,0.337464613293301,0.499,0.24,1.06407211318773e-70
"GGNBP2",6.68433113954529e-75,0.45214413131065,0.802,0.652,1.07972000897075e-70
"RIPK2",1.04817393451438e-74,0.402195289471657,0.673,0.452,1.69311535642109e-70
"SPCS2",1.29687367799458e-74,-0.322785347381718,0.163,0.405,2.09484005206464e-70
"ZNF326",1.93052010220736e-74,0.404860935461282,0.944,0.883,3.11836912109555e-70
"HNRNPK",1.97866946523792e-74,0.405408180205667,0.948,0.896,3.19614478719881e-70
"ODC1",2.1181430046008e-74,0.716497904862303,0.769,0.603,3.42143639533167e-70
"SIAH2",5.20835329830543e-74,0.426349951561035,0.763,0.565,8.41305308275276e-70
"HNRNPU",8.44964352754954e-74,0.456250307424022,0.964,0.931,1.36487091900508e-69
"SLC25A36",1.36968670991521e-73,0.398412581395411,0.655,0.415,2.21245494252604e-69
"TCEA1",2.33070826583439e-73,0.506987257487956,0.79,0.657,3.76479306180228e-69
"MRPL46",2.50646506085582e-73,0.37900268322742,0.587,0.341,4.0486930128004e-69
"PTBP1",2.89038433995729e-73,0.466203208134649,0.711,0.511,4.66883782433302e-69
"YTHDC1",5.84605133229692e-73,0.448969603355826,0.872,0.75,9.44312671705922e-69
"NIFK",7.2695986235996e-73,0.406462293857289,0.636,0.42,1.17425826567004e-68
"KCNK6",9.16623217313147e-73,-0.495112450103704,0.44,0.677,1.48062148292593e-68
"SNU13",1.18099631583597e-72,0.472737494647475,0.843,0.742,1.90766334896984e-68
"UBL3",2.42004379520583e-72,-0.523017873216954,0.558,0.758,3.90909674239598e-68
"CORO1C",2.46195918812046e-72,-0.455619444769219,0.356,0.601,3.97680267657098e-68
"CTSC",4.89756137212515e-72,-0.59463300904975,0.328,0.564,7.91103088439376e-68
"TBC1D4",9.66894997094113e-72,0.434959113577923,0.983,0.954,1.56182548880612e-67
"HMGB2",1.10666300714869e-71,0.496465287918251,0.909,0.814,1.78759275544727e-67
"POLB",1.14619109718286e-71,0.438018095605909,0.749,0.564,1.85144247927947e-67
"FXR1",2.89962964625067e-71,0.39715636561531,0.931,0.852,4.6837717675887e-67
"UBE2N",2.94082108669437e-71,0.431459112296562,0.726,0.556,4.75030830133742e-67
"PEDS1",1.16510090188414e-70,0.423674909719766,0.637,0.409,1.88198748681345e-66
"PPTC7",4.29597092084671e-70,0.339427899908145,0.512,0.266,6.9392818284437e-66
"RSL24D1",4.88071126815916e-70,0.442192334141066,0.766,0.623,7.88381291145749e-66
"GNPDA1",6.72326782925382e-70,-0.264641845915233,0.092,0.3,1.08600945245937e-65
"SMCHD1",6.89755760602422e-70,0.410492563408882,0.675,0.464,1.11416248010109e-65
"U2SURP",1.18391009889563e-69,0.400260260455703,0.903,0.79,1.91236998274612e-65
"RELB",1.27920879522199e-69,-0.419262347684891,0.858,0.913,2.06630596692208e-65
"ARID4B",1.38887360245965e-69,0.46150802215686,0.798,0.626,2.24344753005307e-65
"PSMD3",2.83644094031892e-69,0.407403565426269,0.773,0.631,4.58170305089715e-65
"AKAP8",2.99292732349378e-69,0.355118101047584,0.507,0.261,4.8344755056395e-65
"ETV6",5.19881161328511e-69,-0.484676325615919,0.69,0.834,8.39764039893944e-65
"CXCL10",1.04667939605597e-68,-0.97443395316716,0.096,0.301,1.69070122844921e-64
"MYO1C",2.76514450778361e-68,-0.463247237017818,0.559,0.743,4.46653792342287e-64
"ADTRP",2.87927611290477e-68,-0.632160186322974,0.321,0.549,4.65089470517507e-64
"EAF1",4.27839302389207e-68,0.400978826904228,0.695,0.478,6.91088825149287e-64
"PRPF40A",7.70859239964517e-68,0.447077561674441,0.877,0.785,1.24516893031469e-63
"CDK11B",1.01016183787397e-67,0.393017083649036,0.728,0.542,1.63171441671782e-63
"PPP1CC",1.70979493538618e-67,0.457687856197111,0.76,0.617,2.76183175912929e-63
"BUD23",2.67241732377227e-67,0.562142546701338,0.547,0.338,4.31675570308934e-63
"PIM3",2.80180908907821e-67,0.679731790851746,0.871,0.726,4.52576222158804e-63
"SNX17",2.92932257067843e-67,-0.403233231134944,0.429,0.664,4.73173474841687e-63
"TAMALIN",4.88722529190306e-67,0.521408658650965,0.902,0.781,7.89433501401101e-63
"RAB8A",1.05649356536628e-66,-0.278535479210997,0.149,0.376,1.70655405613616e-62
"AGFG1",1.20272687096931e-66,0.364533433836644,0.859,0.742,1.94276471467673e-62
"SNRNP48",1.57003310006035e-66,0.354014091612093,0.51,0.274,2.53607446652749e-62
"TRAF5",4.2498343121556e-66,-0.361520168038381,0.246,0.492,6.86475736442494e-62
"ARF4",5.38759169512684e-66,0.450235653731864,0.739,0.586,8.70257686513838e-62
"DDX17",7.31524508478753e-66,-0.49689426624708,0.565,0.753,1.18163153854573e-61
"IQGAP1",7.83539872824088e-66,-0.495710688128203,0.56,0.755,1.26565195657275e-61
"BZW1",1.29640221555068e-65,0.387353457146745,0.942,0.885,2.09407849877902e-61
"DNASE1L3",1.47402821942731e-65,-0.504139275460873,0.96,0.944,2.38099778284093e-61
"SUMO2",1.93540715467751e-65,-0.384698465586832,0.95,0.952,3.12626317695058e-61
"GRAMD2A",2.51377422978817e-65,-0.250468369803926,0.076,0.272,4.06049951337684e-61
"TVP23B",3.64445817142628e-65,0.345745642408337,0.765,0.568,5.88689328430487e-61
"NEPRO",5.42326419738875e-65,0.290954643772012,0.523,0.277,8.76019865804205e-61
"RAD23B",9.91603626734853e-65,0.394063059421287,0.667,0.468,1.60173733826481e-60
"MEX3C",1.13534554656622e-64,0.456641296063787,0.831,0.675,1.83392366136842e-60
"ZNF366",1.29662570474605e-64,-0.291774983726246,0.132,0.35,2.0944395008763e-60
"PABPC1",2.20049458639873e-64,0.325702131924333,0.998,0.996,3.55445890540987e-60
"PAXBP1",2.50778766036988e-64,0.428628719543603,0.867,0.761,4.05082940779547e-60
"NGDN",2.86848154571264e-64,0.351404970659797,0.597,0.379,4.63345824078963e-60
